POLICY_ID,POLICY_NUMBER,POLICYHOLDER_NAME,LINE_OF_BUSINESS,COVERAGE_TYPE,EFFECTIVE_DATE,EXPIRATION_DATE,PREMIUM_AMOUNT,DEDUCTIBLE_AMOUNT,COVERAGE_LIMIT,STATE,AGENCY_CODE,UNDERWRITER_ID,STATUS,CREATED_AT
POL-0006781,ENC-2026-006781,Policyholder_6781,Workers Compensation,Comprehensive,2024-11-09,2025-04-04,45796.57,3461.31,1309683.91,MD,AGN-104,UW-007,ACTIVE,2026-02-22 12:07:05
POL-0006782,ENC-2026-006782,Policyholder_6782,Commercial Auto,Collision,2025-11-22,2026-05-20,3375.03,4982.09,3015208.89,GA,AGN-069,UW-005,EXPIRED,2026-02-20 20:08:05
POL-0006783,ENC-2026-006783,Policyholder_6783,Workers Compensation,Bodily Injury,2024-08-04,2024-09-14,39213.78,1204.87,246803.96,IN,AGN-112,UW-021,ACTIVE,2026-04-24 01:33:05
POL-0006784,ENC-2026-006784,Policyholder_6784,Commercial Property,Medical Payments,2026-03-30,2026-12-05,36096.52,357.38,1401559.24,MD,AGN-056,UW-030,ACTIVE,2025-11-28 19:29:05
POL-0006785,ENC-2026-006785,Policyholder_6785,General Liability,Bodily Injury,2026-04-12,2026-11-17,11418.75,3661.86,1453208.91,KY,AGN-031,UW-018,ACTIVE,2026-03-24 13:02:05
POL-0006786,ENC-2026-006786,Policyholder_6786,Business Owners Policy,Property Damage,2025-08-12,2025-12-10,18433.73,6666.65,2235921.81,VA,AGN-146,UW-024,ACTIVE,2025-08-04 20:41:05
POL-0006787,ENC-2026-006787,Policyholder_6787,Business Owners Policy,Comprehensive,2025-09-09,2026-06-03,5731.88,3620.52,4482511.24,TN,AGN-039,UW-018,ACTIVE,2025-09-20 08:26:05
POL-0006788,ENC-2026-006788,Policyholder_6788,Business Owners Policy,Property Damage,2025-06-20,2026-06-16,21477.71,7309.4,976579.69,IN,AGN-181,UW-007,CANCELLED,2025-11-05 16:45:05
POL-0006789,ENC-2026-006789,Policyholder_6789,Commercial Property,Comprehensive,2025-08-29,2026-08-18,4690.25,9995.27,3369415.06,VA,AGN-180,UW-025,ACTIVE,2025-08-05 10:25:05
POL-0006790,ENC-2026-006790,Policyholder_6790,Workers Compensation,Medical Payments,2025-09-03,2025-12-19,36400.23,7422.26,1708436.76,KY,AGN-069,UW-025,ACTIVE,2025-07-06 08:46:05
POL-0006791,ENC-2026-006791,Policyholder_6791,Commercial Auto,Property Damage,2025-12-03,2026-02-15,987.11,7689.63,3768193.24,IL,AGN-036,UW-014,ACTIVE,2025-08-15 07:55:05
POL-0006792,ENC-2026-006792,Policyholder_6792,Workers Compensation,Medical Payments,2026-03-13,2027-01-22,43335.12,4332.82,238105.6,TN,AGN-127,UW-020,EXPIRED,2025-09-07 02:28:05
POL-0006793,ENC-2026-006793,Policyholder_6793,General Liability,Comprehensive,2024-09-26,2025-05-11,20972.17,9412.68,1130150.26,VA,AGN-183,UW-020,ACTIVE,2025-06-30 03:14:05
POL-0006794,ENC-2026-006794,Policyholder_6794,General Liability,Medical Payments,2024-08-14,2025-06-06,38037.42,5671.93,339382.97,MD,AGN-168,UW-013,CANCELLED,2025-06-05 15:39:05
POL-0006795,ENC-2026-006795,Policyholder_6795,Workers Compensation,Comprehensive,2025-11-06,2026-06-05,1952.35,2662.08,609588.67,KY,AGN-057,UW-020,EXPIRED,2025-12-05 14:57:05
POL-0006796,ENC-2026-006796,Policyholder_6796,General Liability,Property Damage,2025-10-08,2025-12-14,15481.7,5186.65,3326312.37,KY,AGN-020,UW-015,ACTIVE,2026-01-09 13:12:05
POL-0006797,ENC-2026-006797,Policyholder_6797,Commercial Auto,Bodily Injury,2026-02-19,2027-01-25,4388.52,5979.79,2265713.48,IL,AGN-064,UW-004,CANCELLED,2025-12-24 09:33:05
POL-0006798,ENC-2026-006798,Policyholder_6798,Workers Compensation,Bodily Injury,2025-10-22,2026-06-27,16518.11,5263.49,2150267.8,NC,AGN-001,UW-027,ACTIVE,2026-03-26 02:18:05
POL-0006799,ENC-2026-006799,Policyholder_6799,Commercial Property,Property Damage,2025-07-30,2026-03-22,21474.45,5499.42,4086299.47,TN,AGN-077,UW-022,CANCELLED,2025-12-04 15:39:05
POL-0006800,ENC-2026-006800,Policyholder_6800,Commercial Auto,Property Damage,2025-06-18,2026-06-10,32426.82,8525.28,3703007.38,KY,AGN-011,UW-030,CANCELLED,2025-08-27 09:41:05
POL-0006801,ENC-2026-006801,Policyholder_6801,Business Owners Policy,Property Damage,2026-01-02,2026-03-20,43196.98,2148.15,2035875.17,IN,AGN-089,UW-010,ACTIVE,2025-09-23 18:58:05
POL-0006802,ENC-2026-006802,Policyholder_6802,Commercial Property,Bodily Injury,2025-06-03,2026-02-25,31524.27,1269.11,3777491.03,IN,AGN-196,UW-019,ACTIVE,2025-12-18 00:53:05
POL-0006803,ENC-2026-006803,Policyholder_6803,General Liability,Collision,2025-01-14,2025-03-24,41039.49,9807.24,4591386.26,OH,AGN-112,UW-007,ACTIVE,2026-03-09 03:17:05
POL-0006804,ENC-2026-006804,Policyholder_6804,Commercial Property,Medical Payments,2024-12-28,2025-12-10,29411.9,7193.62,3373211.77,NC,AGN-190,UW-002,ACTIVE,2025-11-05 02:21:05
POL-0006805,ENC-2026-006805,Policyholder_6805,Business Owners Policy,Comprehensive,2025-05-13,2025-11-24,40655.73,3471.06,3777524.47,PA,AGN-047,UW-016,ACTIVE,2025-06-05 10:19:05
POL-0006806,ENC-2026-006806,Policyholder_6806,Commercial Auto,Umbrella,2026-02-24,2027-01-31,5658.66,2172.44,3148124.44,NC,AGN-066,UW-009,ACTIVE,2026-02-01 18:37:05
POL-0006807,ENC-2026-006807,Policyholder_6807,Commercial Property,Bodily Injury,2025-11-08,2026-03-31,816.61,3252.77,1786893.3,SC,AGN-044,UW-028,ACTIVE,2026-05-03 04:13:05
POL-0006808,ENC-2026-006808,Policyholder_6808,Business Owners Policy,Collision,2025-11-14,2026-03-27,25886.76,9560.47,2585686.39,GA,AGN-187,UW-026,ACTIVE,2026-01-28 18:56:05
POL-0006809,ENC-2026-006809,Policyholder_6809,Business Owners Policy,Collision,2025-07-03,2026-06-01,25026.12,5532.77,4561732.62,PA,AGN-071,UW-003,ACTIVE,2025-06-23 16:54:05
POL-0006810,ENC-2026-006810,Policyholder_6810,Commercial Property,Collision,2024-08-24,2024-10-27,7816.19,1655.51,599423.4,GA,AGN-150,UW-010,ACTIVE,2026-03-22 07:15:05
POL-0006811,ENC-2026-006811,Policyholder_6811,Commercial Property,Umbrella,2026-04-22,2026-08-30,44624.53,6708.85,156654.99,MD,AGN-030,UW-011,ACTIVE,2025-12-18 16:39:05
POL-0006812,ENC-2026-006812,Policyholder_6812,Business Owners Policy,Bodily Injury,2024-08-10,2025-02-15,38866.61,7058.01,553230.2,WV,AGN-030,UW-002,ACTIVE,2025-12-05 02:30:05
POL-0006813,ENC-2026-006813,Policyholder_6813,Workers Compensation,Umbrella,2026-04-12,2026-06-24,14392.48,1730.55,4459103.26,NC,AGN-002,UW-023,ACTIVE,2026-03-14 10:35:05
POL-0006814,ENC-2026-006814,Policyholder_6814,General Liability,Umbrella,2024-12-10,2025-05-09,8849.08,1448.31,561941.53,VA,AGN-187,UW-006,EXPIRED,2026-04-29 01:15:05
POL-0006815,ENC-2026-006815,Policyholder_6815,Commercial Property,Comprehensive,2025-05-29,2025-12-14,10161.17,2485.75,1915614.25,GA,AGN-164,UW-025,CANCELLED,2025-08-22 07:25:05
POL-0006816,ENC-2026-006816,Policyholder_6816,General Liability,Property Damage,2026-01-07,2026-06-29,19915.0,4241.95,4305322.01,NC,AGN-176,UW-019,ACTIVE,2026-02-13 20:15:05
POL-0006817,ENC-2026-006817,Policyholder_6817,General Liability,Comprehensive,2026-03-29,2027-03-18,33860.58,3369.09,1690010.87,TN,AGN-099,UW-029,ACTIVE,2026-04-14 13:44:05
POL-0006818,ENC-2026-006818,Policyholder_6818,General Liability,Medical Payments,2025-10-21,2026-08-31,42361.57,2883.97,4114400.51,IL,AGN-065,UW-016,ACTIVE,2026-04-09 11:50:05
POL-0006819,ENC-2026-006819,Policyholder_6819,Commercial Property,Medical Payments,2024-12-15,2025-03-23,4500.07,8244.03,3036921.2,KY,AGN-073,UW-026,ACTIVE,2026-04-05 11:25:05
POL-0006820,ENC-2026-006820,Policyholder_6820,Commercial Property,Property Damage,2026-01-02,2026-09-06,7911.02,2739.9,1626688.98,NC,AGN-165,UW-003,EXPIRED,2025-07-24 08:09:05
POL-0006821,ENC-2026-006821,Policyholder_6821,Commercial Auto,Umbrella,2025-10-30,2026-04-01,26877.47,1639.48,492676.63,VA,AGN-120,UW-016,ACTIVE,2026-03-13 05:36:05
POL-0006822,ENC-2026-006822,Policyholder_6822,Workers Compensation,Medical Payments,2024-06-10,2025-05-13,30232.37,8724.1,1445102.73,GA,AGN-053,UW-004,ACTIVE,2026-05-18 14:07:05
POL-0006823,ENC-2026-006823,Policyholder_6823,Workers Compensation,Bodily Injury,2025-07-27,2026-01-31,3343.31,4644.01,4684294.25,GA,AGN-168,UW-023,ACTIVE,2026-02-25 19:23:05
POL-0006824,ENC-2026-006824,Policyholder_6824,Commercial Property,Bodily Injury,2024-12-26,2025-12-21,23699.24,5136.16,3568089.26,OH,AGN-193,UW-003,ACTIVE,2025-07-01 15:52:05
POL-0006825,ENC-2026-006825,Policyholder_6825,Commercial Property,Comprehensive,2025-03-06,2026-02-17,3021.63,8294.41,890922.23,PA,AGN-078,UW-005,ACTIVE,2026-05-12 09:50:05
POL-0006826,ENC-2026-006826,Policyholder_6826,Workers Compensation,Collision,2026-04-03,2026-08-13,44527.72,1245.8,767776.11,TN,AGN-091,UW-023,ACTIVE,2026-02-08 14:19:05
POL-0006827,ENC-2026-006827,Policyholder_6827,Business Owners Policy,Property Damage,2025-07-04,2026-04-19,4170.24,9917.66,4010672.17,PA,AGN-145,UW-010,ACTIVE,2025-09-14 12:16:05
POL-0006828,ENC-2026-006828,Policyholder_6828,Workers Compensation,Medical Payments,2025-12-14,2026-03-15,37088.35,8232.74,2703981.05,TN,AGN-026,UW-018,ACTIVE,2025-07-29 04:00:05
POL-0006829,ENC-2026-006829,Policyholder_6829,Commercial Auto,Comprehensive,2025-06-28,2026-01-07,9370.01,5758.71,823914.75,GA,AGN-180,UW-028,ACTIVE,2025-12-24 05:02:05
POL-0006830,ENC-2026-006830,Policyholder_6830,General Liability,Property Damage,2024-07-12,2024-08-20,23762.37,4417.36,2993059.33,SC,AGN-173,UW-019,ACTIVE,2025-06-04 02:38:05
POL-0006831,ENC-2026-006831,Policyholder_6831,Commercial Property,Medical Payments,2024-07-25,2024-09-21,13765.89,2416.97,4195482.12,SC,AGN-157,UW-015,ACTIVE,2025-12-23 19:36:05
POL-0006832,ENC-2026-006832,Policyholder_6832,Workers Compensation,Comprehensive,2025-08-15,2026-08-10,48995.09,4926.24,57370.87,OH,AGN-160,UW-015,CANCELLED,2025-12-30 19:32:05
POL-0006833,ENC-2026-006833,Policyholder_6833,Commercial Auto,Bodily Injury,2025-08-18,2026-01-17,16664.54,1368.85,171846.04,MD,AGN-002,UW-029,ACTIVE,2025-08-01 14:19:05
POL-0006834,ENC-2026-006834,Policyholder_6834,Business Owners Policy,Bodily Injury,2025-09-22,2025-12-06,33554.84,5354.94,1648481.32,IN,AGN-066,UW-023,ACTIVE,2025-11-10 01:46:05
POL-0006835,ENC-2026-006835,Policyholder_6835,Commercial Auto,Bodily Injury,2025-03-19,2025-10-27,29382.21,6857.52,2894541.61,OH,AGN-150,UW-004,EXPIRED,2025-09-10 23:01:05
POL-0006836,ENC-2026-006836,Policyholder_6836,Commercial Property,Comprehensive,2024-12-23,2025-05-21,29765.36,7785.96,1807985.12,PA,AGN-165,UW-030,ACTIVE,2026-04-23 01:30:05
POL-0006837,ENC-2026-006837,Policyholder_6837,Business Owners Policy,Collision,2025-09-28,2026-03-19,2091.31,6913.41,486305.24,IL,AGN-125,UW-011,CANCELLED,2025-12-28 09:12:05
POL-0006838,ENC-2026-006838,Policyholder_6838,Workers Compensation,Umbrella,2026-04-07,2027-01-10,20078.35,6667.15,2765672.8,PA,AGN-200,UW-016,ACTIVE,2025-09-12 22:03:05
POL-0006839,ENC-2026-006839,Policyholder_6839,Commercial Property,Property Damage,2024-09-16,2024-11-12,40620.44,6392.67,2822264.95,IL,AGN-137,UW-012,ACTIVE,2025-08-03 06:18:05
POL-0006840,ENC-2026-006840,Policyholder_6840,Business Owners Policy,Property Damage,2024-10-19,2025-07-11,12872.8,2075.19,632148.74,TN,AGN-015,UW-024,EXPIRED,2025-12-10 02:08:05
POL-0006841,ENC-2026-006841,Policyholder_6841,Commercial Auto,Property Damage,2025-06-29,2026-02-13,48713.36,2770.63,3375476.97,MD,AGN-117,UW-022,ACTIVE,2025-08-09 14:05:05
POL-0006842,ENC-2026-006842,Policyholder_6842,Business Owners Policy,Medical Payments,2024-11-19,2025-10-12,26473.35,2453.63,1274384.0,KY,AGN-033,UW-019,ACTIVE,2025-06-18 09:14:05
POL-0006843,ENC-2026-006843,Policyholder_6843,Commercial Property,Medical Payments,2025-07-14,2026-07-02,37436.61,3468.4,187176.08,WV,AGN-028,UW-010,ACTIVE,2026-01-22 18:17:05
POL-0006844,ENC-2026-006844,Policyholder_6844,Business Owners Policy,Comprehensive,2025-02-21,2025-10-18,44135.85,7788.65,4619200.72,PA,AGN-007,UW-007,ACTIVE,2025-11-02 23:05:05
POL-0006845,ENC-2026-006845,Policyholder_6845,Business Owners Policy,Property Damage,2025-08-01,2025-09-23,21943.21,5002.54,4161232.89,GA,AGN-164,UW-007,ACTIVE,2026-02-06 15:37:05
POL-0006846,ENC-2026-006846,Policyholder_6846,General Liability,Umbrella,2025-11-15,2026-02-15,42977.21,3534.68,3090980.69,TN,AGN-034,UW-019,ACTIVE,2026-03-25 10:38:05
POL-0006847,ENC-2026-006847,Policyholder_6847,Commercial Property,Comprehensive,2026-01-13,2026-07-26,26693.19,2152.84,3508615.73,VA,AGN-181,UW-001,ACTIVE,2025-08-24 18:12:05
POL-0006848,ENC-2026-006848,Policyholder_6848,Commercial Auto,Property Damage,2024-07-16,2025-04-08,46932.8,4942.29,489219.77,PA,AGN-033,UW-002,ACTIVE,2025-12-18 12:57:05
POL-0006849,ENC-2026-006849,Policyholder_6849,General Liability,Umbrella,2025-05-20,2026-01-06,32604.89,833.83,2384446.65,TN,AGN-174,UW-029,ACTIVE,2025-07-25 02:22:05
POL-0006850,ENC-2026-006850,Policyholder_6850,Business Owners Policy,Medical Payments,2024-07-14,2025-05-31,43002.97,6387.3,3993997.18,IN,AGN-183,UW-017,ACTIVE,2025-07-13 04:25:05
POL-0006851,ENC-2026-006851,Policyholder_6851,Business Owners Policy,Bodily Injury,2025-10-29,2026-06-13,37894.96,7126.53,3247794.05,TN,AGN-065,UW-002,ACTIVE,2025-09-08 00:35:05
POL-0006852,ENC-2026-006852,Policyholder_6852,Commercial Property,Property Damage,2025-04-14,2025-12-09,39821.82,8710.91,935490.72,KY,AGN-194,UW-023,EXPIRED,2025-09-16 20:47:05
POL-0006853,ENC-2026-006853,Policyholder_6853,General Liability,Medical Payments,2025-06-24,2026-05-22,37480.97,2317.85,631691.25,NC,AGN-016,UW-016,CANCELLED,2025-07-22 22:28:05
POL-0006854,ENC-2026-006854,Policyholder_6854,Business Owners Policy,Bodily Injury,2024-12-08,2025-07-27,44460.28,7335.48,3845725.38,IN,AGN-154,UW-012,ACTIVE,2026-02-19 19:24:05
POL-0006855,ENC-2026-006855,Policyholder_6855,General Liability,Medical Payments,2024-10-30,2025-05-05,24853.75,4810.33,569309.61,PA,AGN-194,UW-026,ACTIVE,2025-10-18 14:21:05
POL-0006856,ENC-2026-006856,Policyholder_6856,Commercial Property,Comprehensive,2025-09-14,2026-03-17,2289.67,1975.3,189834.85,WV,AGN-149,UW-003,ACTIVE,2025-12-21 14:08:05
POL-0006857,ENC-2026-006857,Policyholder_6857,General Liability,Property Damage,2024-09-13,2025-02-22,44828.11,2771.49,330775.75,KY,AGN-093,UW-020,EXPIRED,2025-10-03 15:58:05
POL-0006858,ENC-2026-006858,Policyholder_6858,General Liability,Collision,2025-05-05,2025-12-18,44123.88,6145.25,3756584.07,SC,AGN-141,UW-001,ACTIVE,2025-09-30 09:59:05
POL-0006859,ENC-2026-006859,Policyholder_6859,Commercial Auto,Collision,2024-06-25,2024-08-21,710.21,2551.11,1070729.22,GA,AGN-136,UW-023,ACTIVE,2025-08-29 20:34:05
POL-0006860,ENC-2026-006860,Policyholder_6860,General Liability,Comprehensive,2024-09-26,2025-06-18,6866.9,5192.86,2566875.33,MD,AGN-164,UW-024,EXPIRED,2025-07-11 23:56:05
POL-0006861,ENC-2026-006861,Policyholder_6861,Workers Compensation,Bodily Injury,2025-01-28,2025-05-15,28147.65,5495.68,1810905.6,IN,AGN-049,UW-014,ACTIVE,2025-07-24 01:51:05
POL-0006862,ENC-2026-006862,Policyholder_6862,Commercial Property,Property Damage,2024-11-24,2025-09-05,9384.49,8486.31,2912046.76,TN,AGN-116,UW-027,ACTIVE,2026-05-17 12:47:05
POL-0006863,ENC-2026-006863,Policyholder_6863,Workers Compensation,Property Damage,2026-02-16,2026-07-02,20675.51,5417.24,4782190.66,GA,AGN-194,UW-008,ACTIVE,2026-02-23 04:22:05
POL-0006864,ENC-2026-006864,Policyholder_6864,Commercial Property,Property Damage,2024-08-09,2025-04-22,18831.93,3386.11,3467993.64,GA,AGN-020,UW-004,ACTIVE,2026-04-17 04:01:05
POL-0006865,ENC-2026-006865,Policyholder_6865,Commercial Auto,Umbrella,2024-08-03,2025-06-15,43830.85,7310.02,2750931.37,GA,AGN-168,UW-020,ACTIVE,2026-03-30 22:54:05
POL-0006866,ENC-2026-006866,Policyholder_6866,Commercial Auto,Property Damage,2025-11-17,2026-09-03,13675.33,5629.71,1516875.97,OH,AGN-028,UW-026,ACTIVE,2026-04-09 10:09:05
POL-0006867,ENC-2026-006867,Policyholder_6867,General Liability,Bodily Injury,2024-07-18,2025-01-09,46735.04,6223.22,2152600.64,MD,AGN-015,UW-002,ACTIVE,2025-10-02 19:40:05
POL-0006868,ENC-2026-006868,Policyholder_6868,Commercial Auto,Bodily Injury,2025-06-08,2025-10-20,36647.86,4606.22,459687.76,NC,AGN-150,UW-017,ACTIVE,2025-10-27 03:05:05
POL-0006869,ENC-2026-006869,Policyholder_6869,Commercial Auto,Collision,2025-10-04,2025-12-03,9240.36,769.98,3381277.03,IL,AGN-160,UW-005,ACTIVE,2025-09-21 23:42:05
POL-0006870,ENC-2026-006870,Policyholder_6870,Workers Compensation,Umbrella,2025-04-11,2025-09-13,20371.02,8316.32,2772379.36,NC,AGN-177,UW-002,ACTIVE,2025-05-28 08:23:05
POL-0006871,ENC-2026-006871,Policyholder_6871,Commercial Property,Medical Payments,2025-11-29,2026-10-12,6370.63,6267.46,1898809.74,GA,AGN-173,UW-024,CANCELLED,2026-02-03 19:46:05
POL-0006872,ENC-2026-006872,Policyholder_6872,General Liability,Collision,2025-09-08,2026-03-31,19518.19,630.86,939453.82,GA,AGN-081,UW-011,ACTIVE,2026-04-25 14:26:05
POL-0006873,ENC-2026-006873,Policyholder_6873,Commercial Property,Property Damage,2025-07-13,2026-03-24,48818.62,5282.25,4149265.44,MD,AGN-127,UW-007,ACTIVE,2026-04-17 06:46:05
POL-0006874,ENC-2026-006874,Policyholder_6874,General Liability,Bodily Injury,2025-02-08,2025-10-25,34940.33,817.22,3382016.99,IL,AGN-008,UW-020,CANCELLED,2025-12-28 09:08:05
POL-0006875,ENC-2026-006875,Policyholder_6875,Commercial Property,Bodily Injury,2024-09-11,2025-06-05,2013.11,1864.91,4219234.94,VA,AGN-006,UW-027,ACTIVE,2025-08-20 18:37:05
POL-0006876,ENC-2026-006876,Policyholder_6876,Commercial Property,Property Damage,2025-10-02,2026-03-28,38264.82,448.57,3869963.6,WV,AGN-085,UW-021,ACTIVE,2025-10-13 06:12:05
POL-0006877,ENC-2026-006877,Policyholder_6877,Business Owners Policy,Medical Payments,2025-10-31,2026-07-09,26810.82,3266.05,1249884.26,NC,AGN-029,UW-023,ACTIVE,2026-03-03 05:49:05
POL-0006878,ENC-2026-006878,Policyholder_6878,Business Owners Policy,Umbrella,2025-05-02,2026-03-15,7754.1,2149.5,2651044.09,WV,AGN-037,UW-017,ACTIVE,2026-05-22 04:40:05
POL-0006879,ENC-2026-006879,Policyholder_6879,General Liability,Umbrella,2025-01-22,2025-09-03,43506.92,4002.65,1223652.13,IN,AGN-105,UW-023,EXPIRED,2026-04-02 13:14:05
POL-0006880,ENC-2026-006880,Policyholder_6880,Business Owners Policy,Umbrella,2025-05-13,2025-06-13,36505.01,9173.68,1750174.62,KY,AGN-194,UW-006,ACTIVE,2025-12-04 08:29:05
POL-0006881,ENC-2026-006881,Policyholder_6881,Business Owners Policy,Property Damage,2025-01-24,2026-01-10,19897.67,8325.22,1782206.66,TN,AGN-037,UW-026,ACTIVE,2025-08-02 04:09:05
POL-0006882,ENC-2026-006882,Policyholder_6882,Commercial Property,Medical Payments,2024-07-22,2025-06-23,15604.29,2583.26,4660470.72,IL,AGN-045,UW-018,ACTIVE,2026-02-23 01:55:05
POL-0006883,ENC-2026-006883,Policyholder_6883,Workers Compensation,Bodily Injury,2025-10-26,2026-07-07,5973.86,4172.83,1704362.33,SC,AGN-141,UW-030,ACTIVE,2026-04-25 19:11:05
POL-0006884,ENC-2026-006884,Policyholder_6884,Commercial Property,Collision,2025-03-01,2025-12-23,2190.49,1854.74,318437.3,IL,AGN-017,UW-006,ACTIVE,2026-03-12 17:13:05
POL-0006885,ENC-2026-006885,Policyholder_6885,Workers Compensation,Collision,2025-12-06,2026-07-05,38482.07,2555.07,2331217.93,PA,AGN-132,UW-028,ACTIVE,2025-12-30 04:25:05
POL-0006886,ENC-2026-006886,Policyholder_6886,Business Owners Policy,Property Damage,2025-09-05,2026-09-01,35288.94,1877.63,4895104.73,MD,AGN-027,UW-007,ACTIVE,2025-11-14 23:03:05
POL-0006887,ENC-2026-006887,Policyholder_6887,General Liability,Collision,2025-01-02,2025-11-15,34984.3,2020.94,4135336.98,PA,AGN-021,UW-011,ACTIVE,2025-09-27 20:25:05
POL-0006888,ENC-2026-006888,Policyholder_6888,Commercial Property,Property Damage,2024-08-15,2025-03-24,37937.99,4184.18,73616.95,MD,AGN-138,UW-019,ACTIVE,2025-08-09 15:36:05
POL-0006889,ENC-2026-006889,Policyholder_6889,Workers Compensation,Medical Payments,2025-12-24,2026-03-20,36583.23,4987.05,3369335.94,SC,AGN-180,UW-026,ACTIVE,2026-03-30 22:09:05
POL-0006890,ENC-2026-006890,Policyholder_6890,General Liability,Medical Payments,2025-07-07,2026-05-26,1148.35,857.51,1193308.66,NC,AGN-129,UW-004,ACTIVE,2025-07-21 11:07:05
POL-0006891,ENC-2026-006891,Policyholder_6891,Workers Compensation,Medical Payments,2024-06-01,2025-01-06,35300.49,3783.0,1139271.19,KY,AGN-193,UW-017,ACTIVE,2025-07-21 06:53:05
POL-0006892,ENC-2026-006892,Policyholder_6892,Workers Compensation,Medical Payments,2024-09-06,2025-03-16,49374.65,2983.26,540942.39,GA,AGN-125,UW-021,ACTIVE,2026-04-11 10:42:05
POL-0006893,ENC-2026-006893,Policyholder_6893,General Liability,Comprehensive,2026-04-15,2027-03-24,46641.31,6805.73,1482478.48,NC,AGN-043,UW-020,ACTIVE,2025-10-07 15:38:05
POL-0006894,ENC-2026-006894,Policyholder_6894,Workers Compensation,Medical Payments,2025-06-28,2026-05-07,35948.28,6025.81,2298785.05,NC,AGN-054,UW-010,ACTIVE,2025-09-01 21:38:05
POL-0006895,ENC-2026-006895,Policyholder_6895,General Liability,Umbrella,2025-05-17,2025-06-20,39383.47,6185.24,3276901.85,WV,AGN-153,UW-030,ACTIVE,2025-11-12 23:32:05
POL-0006896,ENC-2026-006896,Policyholder_6896,Commercial Auto,Property Damage,2024-10-21,2025-02-08,28852.24,1583.69,2584326.15,MD,AGN-007,UW-009,ACTIVE,2026-05-04 07:53:05
POL-0006897,ENC-2026-006897,Policyholder_6897,General Liability,Medical Payments,2026-03-02,2027-01-17,6199.22,9161.89,4142949.1,IL,AGN-196,UW-001,ACTIVE,2026-03-31 23:49:05
POL-0006898,ENC-2026-006898,Policyholder_6898,General Liability,Bodily Injury,2026-03-04,2026-05-29,19753.09,2608.96,3008710.61,GA,AGN-105,UW-017,ACTIVE,2025-12-24 02:35:05
POL-0006899,ENC-2026-006899,Policyholder_6899,Commercial Auto,Bodily Injury,2025-02-13,2025-10-14,48338.2,2939.36,2585061.32,KY,AGN-176,UW-008,ACTIVE,2025-08-06 18:50:05
POL-0006900,ENC-2026-006900,Policyholder_6900,Workers Compensation,Bodily Injury,2025-11-04,2026-01-14,35094.96,7763.82,4527557.22,OH,AGN-082,UW-014,ACTIVE,2025-08-06 19:44:05
POL-0006901,ENC-2026-006901,Policyholder_6901,Workers Compensation,Umbrella,2025-08-25,2026-04-23,36791.76,2758.37,3769001.93,SC,AGN-098,UW-025,ACTIVE,2025-07-14 12:42:05
POL-0006902,ENC-2026-006902,Policyholder_6902,Commercial Property,Property Damage,2025-12-06,2026-12-02,20807.65,388.48,3071656.53,OH,AGN-093,UW-007,ACTIVE,2025-07-05 19:47:05
POL-0006903,ENC-2026-006903,Policyholder_6903,Commercial Property,Medical Payments,2025-11-01,2026-06-28,5148.0,9583.61,2332395.94,OH,AGN-066,UW-001,ACTIVE,2025-06-13 11:44:05
POL-0006904,ENC-2026-006904,Policyholder_6904,Commercial Auto,Bodily Injury,2025-02-11,2025-07-24,26797.85,5703.76,800083.08,GA,AGN-080,UW-002,ACTIVE,2026-04-22 11:15:05
POL-0006905,ENC-2026-006905,Policyholder_6905,Commercial Auto,Comprehensive,2025-08-06,2026-07-24,2762.41,6555.61,3307909.61,SC,AGN-127,UW-021,ACTIVE,2026-02-02 10:29:05
POL-0006906,ENC-2026-006906,Policyholder_6906,Workers Compensation,Property Damage,2026-02-21,2026-09-09,21844.37,1269.62,3030901.47,WV,AGN-114,UW-030,EXPIRED,2025-11-24 19:13:05
POL-0006907,ENC-2026-006907,Policyholder_6907,Business Owners Policy,Bodily Injury,2026-04-24,2026-12-21,5579.0,2098.58,3289738.86,SC,AGN-004,UW-011,ACTIVE,2026-05-12 22:35:05
POL-0006908,ENC-2026-006908,Policyholder_6908,Commercial Property,Collision,2024-12-16,2025-06-10,30894.56,7607.27,3560242.81,OH,AGN-052,UW-022,ACTIVE,2025-07-06 13:02:05
POL-0006909,ENC-2026-006909,Policyholder_6909,General Liability,Collision,2026-03-23,2026-08-23,18203.26,6500.17,4151273.64,GA,AGN-027,UW-025,CANCELLED,2026-02-03 23:01:05
POL-0006910,ENC-2026-006910,Policyholder_6910,Commercial Property,Comprehensive,2026-01-13,2026-04-22,29488.78,3024.14,2964255.96,TN,AGN-018,UW-018,ACTIVE,2026-04-22 14:45:05
POL-0006911,ENC-2026-006911,Policyholder_6911,Business Owners Policy,Property Damage,2025-12-30,2026-03-01,22074.19,9014.23,2858078.2,IL,AGN-140,UW-025,ACTIVE,2025-12-06 14:35:05
POL-0006912,ENC-2026-006912,Policyholder_6912,Commercial Property,Collision,2026-02-06,2026-04-06,48975.25,8746.66,1919272.92,OH,AGN-048,UW-011,ACTIVE,2025-05-28 04:22:05
POL-0006913,ENC-2026-006913,Policyholder_6913,Commercial Property,Collision,2025-12-21,2026-03-27,24329.44,9546.94,832557.04,GA,AGN-168,UW-011,ACTIVE,2025-05-25 00:30:05
